transaction_id,date,timestamp,customer_id,product_sku,product_category,product_subcategory,product_name,quantity,unit_price,total_amount,discount_amount,final_amount,sales_channel,store_location,store_id,payment_method,shipping_method,marketing_campaign,referral_source,coupon_code,loyalty_tier,weekday,hour,log_unit_price,log_total_amount,unit_price_log,total_amount_log,final_amount_log,unit_price_adj,total_amount_adj,final_amount_adj,customer_id_new,transaction_id_new,date_pre_season,month
TXN-20230817-9257,2023-11-24,2023-08-17 16:36:50,CUST-011372,CLO-OUT-1022,Clothing,Kids Clothing,OutdoorAdventure Modern Dress,4,41.51,41.51,6.23,35.28,Online,,,Credit Card,Standard,,Organic,,Platinum,Friday,18,3.749739342370699,3.749739342370699,3.7259343620649474,3.7259343620649474,3.5633162311385904,47.27630175556451,47.27630175556451,41.046301755564514,CUST-15366,TXN-20230817-PRYV,2023-08-17,11
TXN-20230806-1988,2025-11-28,2023-08-06 18:43:44,CUST-011267,BOO-STY-3127,Books,Educational,StyleMax Elite Gear,3,114.26,114.26,5.71,108.55,Online,,,Credit Card,Express,,Organic,,Silver,Friday,18,4.747190446008521,4.747190446008521,4.738476553296317,4.738476553296317,4.6872108963243,139.19263579738987,139.19263579738987,133.48263579738986,CUST-18338,TXN-20230806-F3TI,2023-08-05,11
TXN-20230910-1520,2022-11-25,2023-09-10 11:22:16,CUST-017777,CLO-SMA-1755,Clothing,Accessories,SmartLife Premium Shoes,3,372.07,372.07,93.02,279.05,Online,,,PayPal,In-Store Pickup,,Organic,,Silver,Friday,9,5.921766069596783,5.921766069596783,5.919082008614019,5.919082008614019,5.631390977234442,388.4481446854849,388.4481446854849,295.42814468548494,CUST-17704,TXN-20230910-VEH8,2023-09-08,11
TXN-20240918-2080,2024-09-18,2024-09-18 13:11:01,CUST-012067,BEA-FAS-1167,Beauty,Skincare,FashionForward Smart Accessory,1,165.46,165.46,41.36,124.1,Mobile App,,,Credit Card,Standard,CAMP-1002,TV,CAMP-1002-349,Gold,Wednesday,14,5.114755040317949,5.114755040317949,5.108729473762037,5.108729473762037,4.821087692210561,199.76278814019184,199.76278814019184,158.40278814019183,CUST-17885,TXN-20240918-VFNQ,2024-09-18,9
TXN-20241222-2323,2024-12-20,2024-12-22 13:29:24,CUST-010899,SPO-SPO-2576,Sports,Outdoor Gear,SportElite Advanced Product Model 622,5,11.13,55.65,0.0,55.65,Phone,,,Debit Card,Standard,,Organic,,Silver,Friday,12,2.495681722955959,4.036891987474015,2.4096441652874536,4.019082077721554,4.019082077721554,9.653165814325408,48.26582907162704,48.26582907162704,CUST-17098,TXN-20241222-GNRH,2024-12-20,12
TXN-20220924-8659,2022-09-24,2022-09-24 12:06:56,CUST-018557,BOO-BEA-3253,Books,Non-Fiction,BeautyGlow Pro Item,1,35.73,35.73,1.79,33.94,Online,,,Debit Card,Standard,CAMP-1185,Influencer,,Gold,Saturday,11,3.6035938598315758,3.6035938598315758,3.5759906720353185,3.5759906720353185,3.52459425980608,39.59270106333042,39.59270106333042,37.802701063330424,CUST-16914,TXN-20220924-P36K,2022-09-24,9
TXN-20231130-8945,2022-11-25,2023-11-30 11:20:02,,SPO-BEA-1279,Sports,Team Sports,BeautyGlow Modern Item Collection 995,4,25.46,50.92,0.0,50.92,In-Store,Chicago,STORE-448,Credit Card,,,Organic,,,Friday,10,3.2756341586868096,3.9497040723958348,3.2371085931292605,3.930255773689206,3.930255773689206,22.42987681604738,44.85975363209476,44.85975363209476,,TXN-20231130-Y6YD,2023-11-30,11
TXN-20231228-7742,2023-12-28,2023-12-28 18:26:39,CUST-012728,ELE-HOM-2049,Electronics,Smart Home,HomeComfort Ultra Tablet,3,626.56,1879.68,0.0,1879.68,Online,,,Credit Card,Standard,CAMP-1228,Google Ads,,Gold,Thursday,17,6.441839283964755,7.539388692553209,6.440244539902091,7.538856828570201,7.538856828570201,635.4608440226333,1906.3825320678998,1906.3825320678998,CUST-10616,TXN-20231228-YBV3,2023-12-28,12
TXN-20220725-8223,2022-07-25,2022-07-25 22:14:40,CUST-014126,HOM-OUT-3015,Home & Garden,Furniture,OutdoorAdventure Classic Vase,1,36.39,36.39,9.1,27.29,In-Store,San Diego,STORE-518,Credit Card,,,Organic,,Silver,Monday,21,3.6214032889890224,3.6214032889890224,3.5942940116240685,3.5942940116240685,3.306520334720247,31.65287369054869,31.65287369054869,22.552873690548694,CUST-14934,TXN-20220725-3YW1,2022-07-25,7
TXN-20220328-5185,2022-11-25,2022-03-28 18:24:03,CUST-018627,BEA-SMA-3042,Beauty,Fragrances,SmartLife Classic Tool,4,26.41,52.82,0.0,52.82,Online,,,Debit Card,Express,,Organic,,Silver,Friday,16,3.3109079103146946,3.9856451452987596,3.273742726309041,3.9668899068689862,3.9668899068689862,32.13292309314688,64.26584618629376,64.26584618629376,CUST-16613,TXN-20220328-V49T,2022-03-28,11
TXN-20220811-1600,2022-08-11,2022-08-11 11:09:50,CUST-015008,BOO-OUT-2247,Books,Educational,OutdoorAdventure Premium Product Series 971,1,18.98,18.98,0.0,18.98,Online,,,Credit Card,Express,,Organic,,Bronze,Thursday,11,2.9947317732204075,2.9947317732204075,2.9433857931817817,2.9433857931817817,2.9433857931817817,19.59187565590143,19.59187565590143,19.59187565590143,CUST-16063,TXN-20220811-DYF1,2022-08-11,8
TXN-20241120-1074,2024-11-20,2024-11-20 10:13:21,CUST-012590,HOM-AUT-2964,Home & Garden,Home Decor,AutoCare Pro Pot Collection 158,3,61.2,183.6,0.0,183.6,Phone,,,Google Pay,Express,,Organic,,Platinum,Wednesday,11,4.130354999745133,5.218191322068752,4.11414718951828,5.21275947818639,5.21275947818639,56.96043482580264,170.88130447740792,170.88130447740792,CUST-13412,TXN-20241120-2CHD,2024-11-20,11
TXN-20220331-7751,2022-03-31,2022-03-31 11:31:44,,ELE-SPO-3371,Electronics,Smart Home,SportElite Ultra Phone,5,96.25,481.25,0.0,481.25,In-Store,Fort Worth,STORE-125,Debit Card,,,Organic,,,Thursday,13,4.577284982498556,6.178462651785838,4.566948973167894,6.176386885601994,6.176386885601994,83.84869227573012,419.2434613786506,419.2434613786506,,TXN-20220331-AUBM,2022-03-31,3
TXN-20230610-2697,2023-06-10,2023-06-10 10:39:08,CUST-018971,BOO-SPO-2166,Books,Children Books,SportElite Ultra Gear System 521,1,190.12,190.12,47.53,142.59,In-Store,Jacksonville,STORE-473,Cash,,,Organic,,Gold,Saturday,11,5.252901503017554,5.252901503017554,5.247655451745809,5.247655451745809,4.959973379294028,200.42549149439859,200.42549149439859,152.89549149439858,CUST-18242,TXN-20230610-3BCO,2023-06-10,6
TXN-20240424-7219,2024-04-24,2024-04-24 20:10:15,CUST-011491,SPO-AUT-1119,Sports,Athletic Wear,AutoCare Ultra Item,4,73.53,294.12,0.0,294.12,Mobile App,,,Debit Card,Express,CAMP-1138,Email,,Gold,Wednesday,22,4.311201728893603,5.68738205328842,4.297693486208131,5.683987847328021,5.683987847328021,63.98855539707734,255.95422158830937,255.95422158830937,CUST-12078,TXN-20240424-XZ0O,2024-04-24,4
TXN-20220624-5827,2022-06-24,2022-06-24 12:22:52,,SPO-AUT-1416,Sports,Outdoor Gear,AutoCare Modern Gear Model 279,1,161.81,161.81,0.0,161.81,In-Store,Phoenix,STORE-901,Debit Card,,,Organic,,,Friday,14,5.092583876743423,5.092583876743423,5.086422807411717,5.086422807411717,5.086422807411717,135.1473465562641,135.1473465562641,135.1473465562641,,TXN-20220624-IC67,2022-06-24,6
TXN-20220707-5853,2022-07-07,2022-07-07 20:23:22,CUST-018757,ELE-SPO-2518,Electronics,Smartphones,SportElite Ultra Tablet,3,51.68,155.04,38.76,116.28,Phone,,,Credit Card,Same-Day,CAMP-1134,Instagram,CAMP-1134-371,Bronze,Thursday,21,3.9642358768750805,5.050112384638456,3.945070859474346,5.043683148142456,4.756001075690675,61.628612650644776,184.88583795193432,146.12583795193433,CUST-15281,TXN-20220707-W5WL,2022-07-07,7
TXN-20240119-3105,2024-01-19,2024-01-19 12:42:32,CUST-012278,SPO-BEA-1574,Sports,Athletic Wear,BeautyGlow Modern Accessory,2,82.92,165.84,33.17,132.67,In-Store,Dallas,STORE-548,Debit Card,,,Organic,,Silver,Friday,10,4.4298639640880415,5.117035269328745,4.417876287567579,5.111023468127524,4.887864841928826,91.88511643457181,183.77023286914363,150.6002328691436,CUST-11294,TXN-20240119-O61P,2024-01-19,1
TXN-20220313-4939,2022-03-13,2022-03-13 14:29:53,CUST-018810,CLO-TEC-1081,Clothing,Accessories,TechPro Premium Dress Collection 905,2,43.75,87.5,17.5,70.0,In-Store,New York,STORE-243,Credit Card,,,Organic,,Bronze,Sunday,13,3.801091444720864,4.483002552013883,3.7784916128036232,4.471638793363569,4.248495242049359,50.850832164291006,101.70166432858201,84.20166432858201,CUST-17968,TXN-20220313-O9O2,2022-03-13,3
TXN-20220908-7815,2022-09-08,2022-09-08 12:22:20,CUST-014445,BOO-FAS-3190,Books,Fiction,FashionForward Smart Tool,1,8.13,8.13,0.41,7.72,Mobile App,,,Credit Card,Standard,CAMP-1218,Email,CAMP-1218-176,Bronze,Thursday,10,2.211565694606877,2.211565694606877,2.0955609235597192,2.0955609235597192,2.0438143640366846,7.035081120414683,7.035081120414683,6.6250811204146824,CUST-12256,TXN-20220908-M470,2022-09-08,9
TXN-20240409-2313,2024-04-09,2024-04-09 13:58:36,CUST-010123,BEA-AUT-1658,Beauty,Hair Care,AutoCare Smart Gear,2,57.97,115.94,0.0,115.94,Online,,,Credit Card,Express,CAMP-1225,Print,,Gold,Tuesday,12,4.077028840012413,4.761660982747524,4.059925635351641,4.753072815911587,4.753072815911587,49.77299889650497,99.54599779300995,99.54599779300995,CUST-17950,TXN-20240409-N9EM,2024-04-09,4
TXN-20230403-7902,2023-04-03,2023-04-03 18:42:26,CUST-011723,SPO-AUT-1582,Sports,Fitness Equipment,AutoCare Classic Product,1,89.81,89.81,0.0,89.81,In-Store,Charlotte,STORE-294,Cash,,,Organic,,Silver,Monday,20,4.508769411701737,4.508769411701737,4.497696327682858,4.497696327682858,4.497696327682858,99.01276573211301,99.01276573211301,99.01276573211301,CUST-11082,TXN-20230403-3WG5,2023-04-03,4
TXN-20231209-1041,2023-12-09,2023-12-09 15:59:52,CUST-015961,BOO-TEC-1590,Books,Educational,TechPro Elite Accessory,1,61.21,61.21,0.0,61.21,Phone,,,Debit Card,Standard,,Organic,,Silver,Saturday,16,4.130515758526928,4.130515758526928,4.114310574862978,4.114310574862978,4.114310574862978,51.33605062919642,51.33605062919642,51.33605062919642,CUST-15839,TXN-20231209-M296,2023-12-09,12
TXN-20240305-4633,2021-11-26,2024-03-05 18:09:36,CUST-013935,BEA-SMA-2976,Beauty,Skincare,SmartLife Pro Accessory,5,96.26,288.78,72.19,216.59,Online,,,PayPal,Standard,CAMP-1219,Email,,Silver,Friday,18,4.57738780497564,5.669122014392576,4.567052863874963,5.665665152543073,5.3780061654494045,116.68411082368846,350.05233247106537,277.8623324710654,CUST-19785,TXN-20240305-NJWU,2024-03-05,11
TXN-20230423-3664,2023-11-24,2023-04-23 18:00:54,CUST-018752,ELE-AUT-1411,Electronics,Tablets,AutoCare Smart Phone,2,46.5,46.5,0.0,46.5,In-Store,Charlotte,STORE-992,Debit Card,,,Organic,,Gold,Friday,17,3.8607297110405954,3.8607297110405954,3.8394523125933104,3.8394523125933104,3.8394523125933104,49.49106072770979,49.49106072770979,49.49106072770979,CUST-19574,TXN-20230423-7336,2023-04-21,11
TXN-20220613-4123,2022-06-13,2022-06-13 12:27:46,CUST-012068,SPO-STY-3048,Sports,Team Sports,StyleMax Smart Item,1,40.57,40.57,0.0,40.57,Mobile App,,,Credit Card,Standard,,Organic,,Bronze,Monday,10,3.727378753264546,3.727378753264546,3.703028877218356,3.703028877218356,3.703028877218356,43.072667452995795,43.072667452995795,43.072667452995795,CUST-13671,TXN-20220613-5RD4,2022-06-13,6
TXN-20220318-7910,2022-03-18,2022-03-18 19:05:26,CUST-013719,AUT-SPO-1824,Automotive,Car Care,SportElite Ultra Gear,2,32.89,65.78,0.0,65.78,In-Store,Los Angeles,STORE-351,Credit Card,,,Organic,,Platinum,Friday,20,3.52311998561896,4.201403634515509,3.4931686602009657,4.186315840760911,4.186315840760911,30.366647690879162,60.733295381758325,60.733295381758325,CUST-17118,TXN-20220318-6WKE,2022-03-18,3
TXN-20231111-8946,2023-11-10,2023-11-11 23:43:49,,ELE-SMA-3356,Electronics,Headphones,SmartLife Modern Phone System 722,2,97.1,194.2,9.71,184.49,Online,,,Credit Card,Standard,,Organic,,,Friday,1,4.585987366571318,5.274024673978992,4.575741375297279,5.268888555857225,5.217595261469674,83.17440424114012,166.34880848228025,156.63880848228024,,TXN-20231111-CBAO,2023-11-10,11
TXN-20241103-7788,2024-11-02,2024-11-03 13:21:19,,SPO-SPO-2762,Sports,Fitness Equipment,SportElite Ultra Tool,1,54.11,54.11,0.0,54.11,In-Store,Fort Worth,STORE-422,PayPal,,,Organic,,,Saturday,13,4.009331187895144,4.009331187895144,3.991019011654644,3.991019011654644,3.991019011654644,44.77612092916856,44.77612092916856,44.77612092916856,,TXN-20241103-TS98,2024-11-02,11
TXN-20240122-4315,2025-11-28,2024-01-22 15:32:33,CUST-016144,BEA-FAS-2243,Beauty,Skincare,FashionForward Classic Equipment,4,26.53,26.53,0.0,26.53,Mobile App,,,Debit Card,Standard,,Organic,,Bronze,Friday,17,3.315276319154516,3.315276319154516,3.2782761681496484,3.2782761681496484,3.2782761681496484,24.44788756355455,24.44788756355455,24.44788756355455,CUST-12090,TXN-20240122-IZ3U,2024-01-22,11
TXN-20220907-7226,2022-09-07,2022-09-07 13:02:17,CUST-019888,AUT-FAS-3272,Automotive,Accessories,FashionForward Classic Item,1,27.68,27.68,0.0,27.68,Online,,,Credit Card,Standard,,Organic,,Gold,Wednesday,12,3.3562000157314196,3.3562000157314196,3.3207101307494686,3.3207101307494686,3.3207101307494686,27.637913727248836,27.637913727248836,27.637913727248836,CUST-34902,TXN-20220907-81JC,2022-09-07,9
TXN-20230302-1022,2023-03-02,2023-03-02 11:21:39,CUST-010629,CLO-SPO-3262,Clothing,Mens Apparel,SportElite Smart Jacket,5,99.49,497.45,0.0,497.45,Online,,,Credit Card,Express,,Organic,,Platinum,Thursday,13,4.610058220060868,6.211503283468713,4.600057136601269,6.209495049035369,6.209495049035369,104.83467282415575,524.1733641207787,524.1733641207787,CUST-17430,TXN-20230302-ZLXO,2023-03-02,3
TXN-20231223-5188,2024-11-29,2023-12-23 19:26:03,CUST-013041,ELE-OUT-2586,Electronics,Gaming,OutdoorAdventure Elite Laptop,3,160.93,321.86,0.0,321.86,Phone,,,PayPal,Same-Day,CAMP-1035,Influencer,CAMP-1035-132,Gold,Friday,17,5.08716414308538,5.777218792729383,5.080969487830403,5.774116668390349,5.774116668390349,164.24124166296664,328.4824833259333,328.4824833259333,CUST-14828,TXN-20231223-ZV4W,2023-12-22,11
TXN-20220416-4896,2023-11-24,2022-04-16 13:35:52,CUST-017788,CLO-SMA-1961,Clothing,Kids Clothing,SmartLife Advanced Dress,3,74.66,74.66,0.0,74.66,Online,,,PayPal,Express,,Organic,,Gold,Friday,13,4.326249619204884,4.326249619204884,4.3129444734864375,4.3129444734864375,4.3129444734864375,72.67108906727705,72.67108906727705,72.67108906727705,CUST-13554,TXN-20220416-5NU4,2022-04-14,11
TXN-20240729-6834,2024-07-29,2024-07-29 14:28:54,CUST-018939,CLO-FAS-1893,Clothing,Mens Apparel,FashionForward Modern Shoes,2,72.23,144.46,0.0,144.46,Mobile App,,,Credit Card,Express,,Organic,,Gold,Monday,14,4.2936051730729785,4.979901134726394,4.2798554720627555,4.973002652622701,4.973002652622701,88.99923985902608,177.99847971805215,177.99847971805215,CUST-14916,TXN-20240729-IN2K,2024-07-29,7
TXN-20230319-2973,2023-03-19,2023-03-19 20:21:14,CUST-017824,ELE-SPO-3230,Electronics,Headphones,SportElite Pro Monitor,1,72.96,72.96,0.0,72.96,In-Store,Denver,STORE-408,PayPal,,CAMP-1046,Affiliate,CAMP-1046-767,Gold,Sunday,18,4.303524406518924,4.303524406518924,4.289911345766076,4.289911345766076,4.289911345766076,65.12832933475697,65.12832933475697,65.12832933475697,CUST-13667,TXN-20230319-QVB3,2023-03-19,3
TXN-20220514-8432,2022-05-14,2022-05-14 20:03:13,,AUT-HOM-2422,Automotive,Car Care,HomeComfort Smart Gear,4,40.04,160.16,0.0,160.16,In-Store,Austin,STORE-577,Credit Card,,,Organic,,,Saturday,22,3.714547200862514,5.082397660323147,3.68987895444702,5.07617331556691,5.07617331556691,34.01074140186938,136.04296560747753,136.04296560747753,,TXN-20220514-LTIJ,2022-05-14,5
TXN-20220411-8131,2022-04-11,2022-04-11 16:29:02,,HOM-BEA-1968,Home & Garden,Kitchen,BeautyGlow Advanced Vase,1,36.83,36.83,0.0,36.83,In-Store,Boston,STORE-318,Cash,,,Organic,,,Monday,14,3.6331024386449378,3.6331024386449378,3.606312730456974,3.606312730456974,3.606312730456974,42.38507654749096,42.38507654749096,42.38507654749096,,TXN-20220411-ARTA,2022-04-11,4
TXN-20230904-8638,2025-11-28,2023-09-04 20:10:06,CUST-017418,HOM-AUT-3165,Home & Garden,Garden Tools,AutoCare Classic Tool,3,14.54,14.54,0.0,14.54,Phone,,,Debit Card,Standard,,Organic,,Silver,Friday,21,2.7434173449395014,2.7434173449395014,2.6769034721053733,2.6769034721053733,2.6769034721053733,12.709522839254852,12.709522839254852,12.709522839254852,CUST-10317,TXN-20230904-4PN9,2023-09-04,11
TXN-20240412-5435,2021-11-26,2024-04-12 13:45:12,CUST-015420,CLO-SPO-2187,Clothing,Mens Apparel,SportElite Classic Dress,4,35.44,70.88,3.54,67.34,Online,,,Credit Card,Express,CAMP-1137,Google Ads,CAMP-1137-395,Silver,Friday,11,3.5956670723917576,4.274998061915358,3.56784112573688,4.2609883062968255,4.209754413732928,30.83648031792307,61.67296063584614,58.13296063584614,CUST-19439,TXN-20240412-A7B7,2024-04-12,11
TXN-20230720-6013,2023-07-20,2023-07-20 08:40:22,CUST-016368,BOO-STY-2962,Books,Educational,StyleMax Classic Accessory,3,56.47,169.41,0.0,169.41,Phone,,,Debit Card,In-Store Pickup,,Organic,,Gold,Thursday,10,4.05126307251965,5.138207298119301,4.033709523684745,5.132321812352855,5.132321812352855,51.3430062399229,154.02901871976871,154.02901871976871,CUST-13581,TXN-20230720-26EW,2023-07-20,7
TXN-20231110-4069,2024-11-29,2023-11-10 18:39:52,CUST-017017,AUT-SPO-3408,Automotive,Accessories,SportElite Modern Gear Kit 524,3,84.21,168.42,25.26,143.16,In-Store,Houston,STORE-207,Debit Card,,,Organic,,Silver,Friday,16,4.445118797839864,5.132380839003405,4.433313679041901,5.126460859601846,4.963962885897825,77.25827524683248,154.51655049366497,129.25655049366497,CUST-17059,TXN-20231110-7LRK,2023-11-10,11
TXN-20231225-8275,2021-11-26,2023-12-25 11:38:24,,AUT-STY-2154,Automotive,Car Parts,StyleMax Elite Product,5,168.24,336.48,0.0,336.48,In-Store,Dallas,STORE-183,Debit Card,,,Organic,,,Friday,10,5.131317825851867,5.821506249297426,5.1253915313944445,5.81853871195439,5.81853871195439,201.12623915065086,402.2524783013017,402.2524783013017,,TXN-20231225-HT1T,2023-12-25,11
TXN-20221101-5486,2022-11-01,2022-11-01 19:03:41,,SPO-HOM-2694,Sports,Fitness Equipment,HomeComfort Modern Equipment,1,41.04,41.04,0.0,41.04,In-Store,Boston,STORE-873,Debit Card,,,Organic,,,Tuesday,17,3.7386215460087504,3.7386215460087504,3.714547200862514,3.714547200862514,3.714547200862514,34.1501837338457,34.1501837338457,34.1501837338457,,TXN-20221101-GLNS,2022-11-01,11
TXN-20240210-4728,2024-11-29,2024-02-10 11:35:28,CUST-015669,HOM-FAS-2299,Home & Garden,Furniture,FashionForward Pro Table,5,59.48,118.96,0.0,118.96,In-Store,Seattle,STORE-966,Credit Card,,,Organic,,Silver,Friday,9,4.102312731871278,4.787158353880808,4.085640121591954,4.778787302151899,4.778787302151899,56.89234621195716,113.78469242391432,113.78469242391432,CUST-10001,TXN-20240210-S2PM,2024-02-09,11
TXN-20220607-4956,2022-06-07,2022-06-07 22:36:14,CUST-015760,AUT-OUT-2228,Automotive,Tools,OutdoorAdventure Advanced Tool,2,165.42,330.84,0.0,330.84,Phone,,,Credit Card,Express,,Organic,,Gold,Tuesday,0,5.114514713472284,5.804652925041163,5.1084876942637605,5.801634874823706,5.801634874823706,138.47429809500062,276.94859619000124,276.94859619000124,CUST-18219,TXN-20220607-IAY8,2022-06-07,6
TXN-20220806-1149,2022-08-04,2022-08-06 07:25:40,CUST-012458,AUT-HOM-2751,Automotive,Accessories,HomeComfort Elite Equipment,2,94.88,189.76,0.0,189.76,In-Store,Charlotte,STORE-976,Credit Card,,,Organic,,Silver,Thursday,8,4.563097409566184,5.251016093430024,4.552612935249416,5.245760115809361,5.245760115809361,81.06089783457689,162.12179566915378,162.12179566915378,CUST-11276,TXN-20220806-MLNC,2022-08-04,8
TXN-20240121-5198,2024-01-20,2024-01-21 16:16:03,CUST-011717,CLO-SPO-2600,Clothing,Shoes,SportElite Premium Hat,3,22.19,66.57,0.0,66.57,Online,,,Apple Pay,Standard,,Organic,,Silver,Saturday,17,3.1437211512674406,4.213164097564083,3.0996417369445024,4.198254025612612,4.198254025612612,27.19802997822437,81.59408993467311,81.59408993467311,CUST-15761,TXN-20240121-GFQD,2024-01-20,1
TXN-20230928-5389,2023-09-28,2023-09-28 13:50:59,CUST-019016,BOO-TEC-1296,Books,Fiction,TechPro Classic Product Series 304,1,91.65,91.65,0.0,91.65,In-Store,Austin,STORE-913,Debit Card,,,Organic,,Silver,Thursday,15,4.528828952731369,4.528828952731369,4.517976974285714,4.517976974285714,4.517976974285714,86.04459368203663,86.04459368203663,86.04459368203663,CUST-21226,TXN-20230928-PSY9,2023-09-28,9
TXN-20221228-6169,2022-12-28,2022-12-28 13:17:59,CUST-018121,SPO-SPO-1840,Sports,Athletic Wear,SportElite Elite Tool Edition 790,2,52.31,104.62,15.69,88.93,In-Store,San Jose,STORE-383,Debit Card,,,Organic,,Gold,Wednesday,15,3.9761239308346696,4.659847747278787,3.95718755738252,4.650334737942465,4.487849543411548,45.19283256745657,90.38566513491314,74.69566513491314,CUST-13286,TXN-20221228-MZE9,2022-12-28,12
TXN-20240107-7312,2024-01-05,2024-01-07 14:55:52,,ELE-FAS-3299,Electronics,Smartphones,FashionForward Premium Phone,2,33.85,67.7,0.0,67.7,In-Store,Los Angeles,STORE-937,Credit Card,,,Organic,,,Friday,16,3.551053137206533,4.229749199228304,3.521938999358284,4.215086179918229,4.215086179918229,34.23208343635198,68.46416687270396,68.46416687270396,,TXN-20240107-WY5W,2024-01-05,1
TXN-20220408-4959,2022-04-08,2022-04-08 19:28:02,CUST-011441,ELE-FAS-3299,Electronics,Smartphones,FashionForward Premium Phone,1,33.23,33.23,0.0,33.23,Phone,,,Credit Card,Standard,,Organic,,Bronze,Friday,18,3.533102452542094,3.533102452542094,3.503453082366503,3.503453082366503,3.503453082366503,34.23208343635198,34.23208343635198,34.23208343635198,CUST-18588,TXN-20220408-DA03,2022-04-08,4
TXN-20230331-8439,2023-03-31,2023-03-31 14:17:37,CUST-017054,BOO-HOM-2302,Books,Children Books,HomeComfort Modern Gear,2,51.84,103.68,5.18,98.5,In-Store,Austin,STORE-494,Cash,,,Organic,,Gold,Friday,14,3.9672684796541247,4.650908077661946,3.9481620520440193,4.641309232603964,4.590056548178043,48.200931857978446,96.40186371595689,91.22186371595689,CUST-16022,TXN-20230331-DAZ3,2023-03-31,3
TXN-20240915-8129,2024-09-15,2024-09-15 20:42:04,CUST-018969,BEA-SPO-3250,Beauty,Fragrances,SportElite Pro Equipment,4,44.91,179.64,0.0,179.64,Phone,,,Credit Card,Standard,CAMP-1109,Affiliate,CAMP-1109-962,Silver,Sunday,18,3.826682958261131,5.1965061004013515,3.8046604870996465,5.190954848219537,5.190954848219537,47.53198013912689,190.12792055650755,190.12792055650755,CUST-17209,TXN-20240915-RWBJ,2024-09-15,9
TXN-20220609-1770,2022-06-09,2022-06-09 20:16:23,CUST-017148,ELE-TEC-2311,Electronics,Headphones,TechPro Ultra Camera,1,325.06,325.06,16.25,308.81,Phone,,,Apple Pay,In-Store Pickup,,Organic,,Silver,Thursday,22,5.787081413511508,5.787081413511508,5.78400978067503,5.78400978067503,5.7327262010459785,364.2069203229393,364.2069203229393,347.9569203229393,CUST-13729,TXN-20220609-9CPV,2022-06-09,6
TXN-20240301-4055,2024-03-01,2024-03-01 18:00:37,CUST-016284,BEA-SMA-1298,Beauty,Skincare,SmartLife Classic Equipment,1,120.33,120.33,24.07,96.26,Online,,,Credit Card,In-Store Pickup,,Organic,,Gold,Friday,20,4.798514106063782,4.798514106063782,4.7902379684500715,4.7902379684500715,4.567052863874963,123.84043266630262,123.84043266630262,99.77043266630261,CUST-11421,TXN-20240301-4H1R,2024-03-01,3
TXN-20240427-5697,2021-11-26,2025-01-08 00:00:00,CUST-015771,SPO-SMA-2293,Sports,Fitness Equipment,SmartLife Pro Gear,8,91.6,458.0,0.0,458.0,In-Store,Denver,STORE-565,Debit Card,,,Organic,,Bronze,Friday,2,4.528289141652134,6.129050210060545,4.517431271680085,6.126869184114185,6.126869184114185,94.97567566975452,474.8783783487726,474.8783783487726,CUST-11831,TXN-20240427-ZF1U,2025-01-08,11
TXN-20240630-1767,2024-06-30,2024-06-30 12:10:55,CUST-017438,CLO-SPO-2556,Clothing,Kids Clothing,SportElite Pro Shoes,1,83.0,83.0,0.0,83.0,Online,,,Debit Card,Express,,Organic,,Gold,Sunday,13,4.430816798843313,4.430816798843313,4.418840607796598,4.418840607796598,4.418840607796598,78.45876136907397,78.45876136907397,78.45876136907397,CUST-17324,TXN-20240630-6VQS,2024-06-30,6
TXN-20230612-1551,2023-06-12,2023-06-12 11:24:34,CUST-019115,SPO-BEA-2672,Sports,Fitness Equipment,BeautyGlow Modern Product Edition 851,1,36.86,36.86,0.0,36.86,In-Store,San Jose,STORE-151,Debit Card,,CAMP-1061,Google Ads,,Silver,Monday,13,3.633895145781177,3.633895145781177,3.607126952241677,3.607126952241677,3.607126952241677,36.490695556305305,36.490695556305305,36.490695556305305,CUST-42593,TXN-20230612-4HUF,2023-06-12,6
TXN-20231105-3738,2023-11-05,2023-11-05 19:56:11,CUST-017245,CLO-FAS-2087,Clothing,Shoes,FashionForward Smart Shirt,1,45.68,45.68,0.0,45.68,Online,,,Debit Card,Standard,,Organic,,Silver,Sunday,17,3.8433158074183553,3.8433158074183553,3.821660565347755,3.821660565347755,3.821660565347755,51.12369326717024,51.12369326717024,51.12369326717024,CUST-18369,TXN-20231105-N4VN,2023-11-05,11
TXN-20221118-2663,2022-11-18,2022-11-18 10:45:46,,ELE-SMA-1115,Electronics,Gaming,SmartLife Advanced Tablet,1,187.09,187.09,0.0,187.09,In-Store,Houston,STORE-564,Debit Card,,CAMP-1081,Radio,CAMP-1081-780,,Friday,12,5.236920571682713,5.236920571682713,5.231589784497327,5.231589784497327,5.231589784497327,170.13403137838398,170.13403137838398,170.13403137838398,,TXN-20221118-BOOB,2022-11-18,11
TXN-20240509-6377,2024-05-09,2024-05-09 10:21:17,CUST-014333,HOM-SMA-2767,Home & Garden,Furniture,SmartLife Classic Lamp Series 257,1,34.01,34.01,0.0,34.01,Online,,,PayPal,Express,,Organic,,Silver,Thursday,8,3.555633734966574,3.555633734966574,3.526654599019104,3.526654599019104,3.526654599019104,30.19649776678139,30.19649776678139,30.19649776678139,CUST-18018,TXN-20240509-CK3E,2024-05-09,5
