product_sku,product_name,category,subcategory,brand,cost_price,retail_price,launch_date,discontinuation_date,supplier,weight_kg,dimensions_cm,stock_level,reorder_point,log_retail_price,log_cost_price,retail_price_log,cost_price_log,stock_level_log,retail_price_adj,cost_price_adj,stock_level_adj,product_name_realistic
CLO-KIT-1212,KitchenMaster Classic Dress,Clothing,Mens Apparel,KitchenMaster,26.13,68.7,2022-05-24,,Stewart Ltd,32.27,36x75x43,307,87,4.244200317766478,3.3006401266708405,4.229749199228304,3.263084079532521,5.726851004910882,68.84892203431255,45.49273508563754,308,Solstice Pro Portable Speaker
HOM-BEA-1213,BeautyGlow Smart Tool,Home & Garden,Furniture,BeautyGlow,36.1,64.36,2023-02-06,,"Tapia, Vaughn and Lee",2.82,35x68x29,57,40,4.1799104505517475,3.6136169696133895,4.1644923221241825,3.586292865338835,4.043068811540308,64.08978392327134,41.7419507040827,59,Aurora Yoga Mat 2024
SPO-OUT-1214,OutdoorAdventure Premium Gear,Sports,Fitness Equipment,OutdoorAdventure,15.12,25.68,2023-08-06,,"Washington, Hardy and Bray",27.36,27x65x9,8,85,3.283914221047423,2.780060737078482,3.2457124788217606,2.716018370751387,2.079566533867987,25.887935636920584,20.696331479377058,11,Vertex Trail Shoes
ELE-BEA-1215,BeautyGlow Smart Phone,Electronics,Smartphones,BeautyGlow,116.63,364.82,2023-02-12,,"Carlson, Hooper and Wall",31.47,69x58x32,359,61,5.90214140914778,4.76754410497235,5.899404081258768,4.759006530702958,5.88332517399972,364.5625041057469,247.93159086003496,358,Granite Select Desk Lamp
ELE-OUT-1216,OutdoorAdventure Elite Tablet Series 623,Electronics,Gaming,OutdoorAdventure,25.21,77.88,2022-06-09,,Perez-White,19.6,86x88x48,329,18,4.36792771029438,3.266141017335315,4.3551691805039985,3.2272407411998283,5.7960607902744306,77.70889170419608,42.07287642528774,328,Pulse Water Bottle 2023
HOM-SPO-1217,SportElite Premium Table Edition 218,Home & Garden,Garden Tools,SportElite,16.23,35.38,2023-09-16,2026-01-25,Erickson and Sons,37.11,99x27x12,6,100,3.5940191730899764,2.8466520505398383,3.566146688731639,2.7868613815264998,1.7919261220073759,35.62156157701567,14.616318314256178,11,Harbor Smart Thermostat 2024
CLO-HOM-1218,HomeComfort Modern Dress,Clothing,Mens Apparel,HomeComfort,8.26,29.46,2024-01-09,,Williams-Brown,18.66,100x39x12,394,13,3.4164143474670157,2.225704048658088,3.3830334110344844,2.1114245875328868,5.976353447365779,29.60664024106627,13.653862126128057,398,Nimbus Smart Thermostat 2023
HOM-BEA-1219,BeautyGlow Pro Lamp,Home & Garden,Garden Tools,BeautyGlow,21.62,51.13,2022-03-20,,Terry-Martinez,25.59,12x68x41,85,57,3.9537405987800147,3.1188344706879745,3.934371409091908,3.073618812211062,4.442663021126995,51.4722389422843,40.69199689059967,83,Granite Eco Water Bottle 2022
CLO-STY-1220,StyleMax Pro Pants,Clothing,Kids Clothing,StyleMax,77.61,155.62,2022-01-13,,Garcia-Smith,23.64,54x24x16,476,14,5.053822489322791,4.3644989178056655,5.047417138188784,4.351696284866048,6.16541995506955,155.77446063445433,68.63045109132656,479,Canyon Coffee Grinder
BOO-SPO-1221,SportElite Advanced Product,Books,Children Books,SportElite,3.74,9.65,2022-10-05,,Harrison-Alexander,28.62,20x69x48,461,16,2.365559892155434,1.556037135706985,2.2669579153508947,1.3190856114264407,6.133400212191693,9.716942431268762,4.7294363873014955,460,Terra Action Camera
CLO-OUT-1222,OutdoorAdventure Premium Jacket Edition 986,Clothing,Womens Apparel,OutdoorAdventure,21.09,54.1,2022-11-15,,Sheppard LLC,27.7,6x52x17,149,82,4.009149716158869,3.095125017432026,3.9908341858524357,3.0487989944906833,5.003953017332334,53.701801272471535,26.198399615661035,145,Nimbus Edge Wireless Earbuds
AUT-KIT-1223,KitchenMaster Smart Equipment,Automotive,Car Care,KitchenMaster,4.7,13.92,2024-03-02,,Wilson-Jones,36.65,74x36x14,3,62,2.702702594775615,1.7404661748405044,2.6333266549062735,1.547562508716013,1.09894556645823,13.790361486998245,8.505918359130044,7,Lumen Coffee Grinder 2022
ELE-OUT-1224,OutdoorAdventure Advanced Camera,Electronics,Laptops,OutdoorAdventure,34.06,103.13,2022-12-10,2025-04-11,Jones-Soto,18.88,99x98x24,53,36,4.645640118541804,3.5570608794930885,4.635990328327978,3.5281236752345424,3.970310781298653,102.89989832032809,65.93803698587418,55,Canyon Yoga Mat 2022
BOO-SMA-1225,SmartLife Modern Item,Books,Non-Fiction,SmartLife,53.52,91.71,2022-10-14,2023-12-05,Hernandez PLC,44.87,71x57x49,458,57,4.529476341618891,3.998567606828332,4.518631424570852,3.9800554158199732,6.126871367517915,91.4591098505115,62.08552671288811,459,Aurora Yoga Mat 2023
SPO-KIT-1226,KitchenMaster Pro Tool Set 503,Sports,Fitness Equipment,KitchenMaster,21.28,34.31,2023-08-05,2025-12-10,Miller-Wright,48.21,35x42x21,435,50,3.564166209940295,3.1036894150590832,3.5354368568703585,3.0577676644734435,6.075348329936617,34.7735503436574,26.905062880858274,437,Lumen Flex Desk Lamp
AUT-AUT-1227,AutoCare Advanced Equipment Series 307,Automotive,Accessories,AutoCare,7.61,12.98,2024-02-28,,"Duran, Obrien and Gibbs",7.85,26x62x34,160,62,2.637627736805664,2.1529243184396396,2.563409711275944,2.0294631718735947,5.075180065214296,12.875235770173425,9.124754969709697,157,Lumen Action Camera
ELE-AUT-1228,AutoCare Smart Speaker,Electronics,Smart Home,AutoCare,26.7,57.97,2022-05-03,2024-10-01,Rowe Group,15.28,95x94x43,20,37,4.077028840012413,3.3214324131932926,4.059925635351641,3.2846635654062037,2.995782272304033,58.35420562407357,40.927220809998204,18,Granite Trail Shoes
AUT-HOM-1229,HomeComfort Pro Accessory Model 505,Automotive,Car Care,HomeComfort,37.03,84.06,2023-11-25,,Kerr-Evans,41.02,27x8x30,437,67,4.443356889825488,3.638375321940168,4.431530829576971,3.6117283949255214,6.079935483422491,84.18851585347733,51.049320659741,436,Harbor Blender 2025
BOO-STY-1230,StyleMax Modern Item,Books,Non-Fiction,StyleMax,10.41,17.8,2022-01-13,2023-02-24,"Branch, Torres and Oliver",6.62,56x52x48,322,92,2.9338568698359033,2.4344901638739844,2.8791984572980396,2.3427668826268775,5.774554651129648,18.088915077470816,9.062948703553387,322,Solstice Flex Coffee Grinder
ELE-KIT-1231,KitchenMaster Ultra Phone Series 302,Electronics,Smart Home,KitchenMaster,67.79,207.68,2023-03-31,,"Choi, Garcia and Farmer",4.69,47x20x7,482,69,5.340801978154192,4.2310583855379225,5.335998433515726,4.216414691442874,6.177946188737245,207.6825843512431,126.78524761991265,477,Pulse Lite Blender
ELE-KIT-1232,KitchenMaster Classic Camera,Electronics,Laptops,KitchenMaster,57.14,105.22,2023-12-01,,"Clark, Guerrero and Moore",17.76,28x40x22,228,29,4.665512414994253,4.06285389513073,4.656053396302661,4.045504396802627,5.429350014909735,105.29536580693383,81.79999165977127,226,Canyon Trail Shoes
ELE-KIT-1233,KitchenMaster Smart Camera Edition 663,Electronics,Smart Home,KitchenMaster,28.46,70.31,2022-03-31,,Arnold and Sons,6.95,30x87x38,127,90,4.267036570040212,3.3830334110344844,4.25291403621107,3.3484995926617063,4.84419496044334,70.30266733994249,29.30806276776862,132,Terra Flex Blender 2023
AUT-SMA-1234,SmartLife Advanced Equipment,Automotive,Car Parts,SmartLife,138.32,308.04,2023-08-03,,Ortiz Ltd,19.48,28x8x25,305,38,5.733470718358026,4.9367734454978,5.7302296446710494,4.929569841375035,5.720315055290561,307.7413381280421,130.1469731248859,309,Terra Select Wireless Earbuds 2023
ELE-TEC-1235,TechPro Modern Monitor,Electronics,Tablets,TechPro,102.92,269.39,2022-08-27,,"Harrison, Johnson and Roberts",5.1,89x35x22,273,17,5.599865361236428,4.643621372362344,5.596160143762447,4.6339519874135435,5.6094754581819135,269.60800307295625,131.0090485535613,272,Solstice Coffee Grinder
AUT-KIT-1236,KitchenMaster Classic Gear,Automotive,Tools,KitchenMaster,3.25,9.7,2022-06-27,,Warner-Gibson,29.67,99x94x27,467,85,2.3702437414678603,1.4469189829363254,2.272125885509337,1.1786549963416462,6.146331398994228,9.485156915192038,3.826965251855759,468,Terra Pro Blender
ELE-AUT-1237,AutoCare Elite Monitor,Electronics,Gaming,AutoCare,65.79,195.48,2023-05-20,,"Hall, Baker and Moody",8.86,9x16x8,119,87,5.280560644958777,4.201553368737545,5.275458072401954,4.186467851097906,4.7791318964375655,195.01382964710282,113.53842975985522,118,Lumen Yoga Mat 2022
CLO-OUT-1238,OutdoorAdventure Modern Shirt,Clothing,Mens Apparel,OutdoorAdventure,7.17,23.16,2022-05-14,,"Guerrero, Peck and Coleman",8.96,46x12x6,75,85,3.184698373066614,2.1004689088719113,3.1424266527047946,1.969905654611529,4.3175014467807555,23.302562849989023,9.668062283288988,70,Vertex Lite Blender
BEA-STY-1239,StyleMax Advanced Item,Beauty,Makeup,StyleMax,43.26,126.01,2023-02-10,,"Walker, Hernandez and Baker",16.89,46x22x15,374,65,4.844265823516229,3.7900813346229034,4.836361268881602,3.7672284205249125,5.924258471207748,125.69356846581891,96.7536278330061,379,Aurora Pro Desk Lamp
AUT-AUT-1240,AutoCare Elite Accessory,Automotive,Accessories,AutoCare,9.84,25.0,2023-09-21,,Jones and Sons,11.24,80x27x29,157,98,3.258096538021482,2.3832429960115,3.2188758248682006,2.286455711064162,5.056252174754775,25.431649412665855,16.625373695434877,158,Lumen Trail Shoes
HOM-HOM-1241,HomeComfort Premium Pot,Home & Garden,Kitchen,HomeComfort,18.11,37.81,2024-02-29,,Larson-Holloway,1.72,82x45x44,113,91,3.658677945380815,2.9502117582521814,3.6325736179028416,2.896464271895322,4.727396668230706,38.254850005462536,27.155109363714118,115,Pulse Water Bottle
BOO-FAS-1242,FashionForward Elite Gear,Books,Fiction,FashionForward,31.64,58.76,2022-11-24,,Gonzales-Harrison,44.28,16x95x47,327,52,4.090336540824562,3.4855385300959063,4.073461351305676,3.4544221428994533,5.789963228996553,59.16656710241604,42.69854515661148,328,Solstice Select Portable Speaker
SPO-BEA-1243,BeautyGlow Smart Product,Sports,Fitness Equipment,BeautyGlow,43.78,88.69,2022-04-21,,Lyons-Bender,2.5,61x98x31,496,31,4.496359280129912,3.8017616111706087,4.485147143388361,3.779177092094717,6.206577942851927,88.56275552625033,65.86224556493738,501,Aurora Blender
SPO-SMA-1244,SmartLife Advanced Tool,Sports,Athletic Wear,SmartLife,6.82,18.71,2023-08-15,,"Fernandez, Kim and George",34.39,25x62x9,409,14,2.9811261211646287,2.05668455455722,2.9290581402859983,1.9198594718553708,6.0137176010275875,18.23514748419829,10.04819616730548,407,Granite Prime Trail Shoes 2022
HOM-AUT-1245,AutoCare Ultra Chair Collection 484,Home & Garden,Furniture,AutoCare,14.86,25.88,2022-03-18,,Navarro-Munoz,44.92,16x48x43,314,71,3.2913825156549485,2.7638002162067017,3.2534704696327,2.698673039289613,5.749396170616558,26.29975219133597,12.820373277937227,316,Pulse Pro Portable Speaker 2024
BEA-SMA-1246,SmartLife Elite Tool,Beauty,Skincare,SmartLife,13.1,22.74,2022-04-14,,Davis Ltd,48.72,57x94x40,369,79,3.167161389181522,2.6461747973841225,3.12412548832239,2.5726122302071057,5.910799354063955,22.669620465350967,12.891774280048967,368,Granite Portable Speaker
HOM-BEA-1247,BeautyGlow Smart Chair System 662,Home & Garden,Bedding,BeautyGlow,11.16,30.79,2022-06-07,2022-12-07,"Matthews, Smith and Hubbard",21.44,42x89x45,307,71,3.459151774922711,2.498151876538021,3.427189961936409,2.412335956953165,5.726851004910882,31.247321722662797,23.16098095103542,311,Terra Classic Action Camera
CLO-TEC-1248,TechPro Smart Pants,Clothing,Mens Apparel,TechPro,50.02,197.77,2023-04-30,,Johnston-Hines,15.49,55x65x36,458,94,5.2921483774025075,3.9322177127136655,5.287104739333934,3.912422925449473,6.126871367517915,198.2243475775475,94.26568602215679,461,Lumen Lite Wireless Earbuds
HOM-OUT-1249,OutdoorAdventure Classic Table,Home & Garden,Furniture,OutdoorAdventure,28.92,59.92,2022-07-11,,Ruiz Ltd,13.24,64x38x19,428,44,4.109561528026961,3.3985271531062766,4.0930103392089645,3.3645333972905638,6.059125532027665,60.265949266358014,32.882193766034085,432,Canyon Classic Action Camera
BOO-HOM-1250,HomeComfort Pro Item,Books,Fiction,HomeComfort,6.46,17.51,2023-02-28,,Moon-White,29.53,75x12x29,419,76,2.9183111265854063,2.0095554142156695,2.8627721462977607,1.8656293177945105,6.037873306554134,17.308559914228194,11.159412178923438,418,Pulse Pro Yoga Mat
SPO-KIT-1251,KitchenMaster Smart Equipment Edition 974,Sports,Athletic Wear,KitchenMaster,45.88,117.98,2023-05-30,,"Graham, Olsen and Costa",25.89,78x91x44,75,25,4.7789554117597595,3.8475911452687575,4.770515118574929,3.82602929226117,4.3175014467807555,117.86739577402989,62.51072368033877,70,Canyon Classic Trail Shoes 2022
AUT-HOM-1252,HomeComfort Elite Product,Automotive,Accessories,HomeComfort,135.63,229.12,2023-03-10,2025-08-05,Bailey-Cook,21.83,85x23x43,132,50,5.438600911995093,4.917276542350397,5.434245883772281,4.909930589974623,4.88280949831525,229.4641139380865,159.71574484244786,135,Pulse Desk Lamp
BEA-STY-1253,StyleMax Classic Tool,Beauty,Skincare,StyleMax,50.87,101.18,2022-10-10,,"Garcia, Martin and Jenkins",45.87,6x94x44,300,76,4.626735963902652,3.9487405883633087,4.61690110886379,3.9292733588346738,5.703785807983979,101.00058356505316,66.85462105203263,299,Lumen Classic Water Bottle
AUT-STY-1254,StyleMax Classic Product System 696,Automotive,Accessories,StyleMax,5.12,13.5,2022-04-13,,Roberts-Landry,28.18,17x41x39,450,54,2.6741486494265287,1.8115620965242347,2.6026896854443837,1.6331544390514163,6.109249804984119,13.17610289175237,5.705327165068584,450,Granite Blender
SPO-SMA-1255,SmartLife Modern Tool,Sports,Team Sports,SmartLife,12.99,20.22,2022-10-10,,"Johnson, Miller and King",30.95,92x93x30,19,60,3.054944133185837,2.63834278867739,3.006672213592325,2.5641798306825083,2.944491609360395,20.275665237209182,13.864463347009483,17,Pulse Trail Shoes 2025
HOM-TEC-1256,TechPro Modern Lamp,Home & Garden,Kitchen,TechPro,62.82,96.13,2022-11-07,,Cordova Group,42.16,94x92x11,497,39,4.5760502874142395,4.156066620850098,4.565701442077724,4.140273494110501,6.208592038167039,96.55743167867756,59.09360130596607,497,Solstice Select Trail Shoes
CLO-FAS-1257,FashionForward Advanced Dress,Clothing,Kids Clothing,FashionForward,6.92,22.2,2022-04-02,,"Bryan, Smith and Booth",10.65,57x99x36,388,76,3.144152278672264,2.0693912058263346,3.100092288878234,1.9344157696295783,5.96100791693954,22.392109200741473,9.940832339535667,390,Harbor Eco Portable Speaker
AUT-TEC-1258,TechPro Elite Item,Automotive,Car Care,TechPro,29.95,67.69,2022-05-19,,Gutierrez-Lopez,26.26,77x8x16,98,35,4.2296036282257905,3.432372999130605,4.214938458520516,3.3995293245614584,4.584977682700143,67.75865994668757,35.025227833434876,95,Terra Portable Speaker
AUT-SPO-1259,SportElite Premium Equipment Model 821,Automotive,Car Parts,SportElite,40.33,72.55,2023-01-13,,Dean-Jimenez,25.31,86x20x48,15,40,4.297965447047447,3.721588628523641,4.2842759793301965,3.697095608885277,2.7081168655467533,72.15523296389534,55.928871061108275,14,Terra Max Yoga Mat
HOM-KIT-1260,KitchenMaster Modern Table,Home & Garden,Garden Tools,KitchenMaster,8.72,19.29,2023-07-19,,Wolf-Harris,8.26,38x100x49,46,46,3.0101281538377234,2.2741856184723477,2.9595868269176377,2.1656192379208883,3.828663135383238,19.402707082165186,14.378934537549721,42,Harbor Pro Coffee Grinder
ELE-TEC-1261,TechPro Elite Monitor,Electronics,Headphones,TechPro,51.44,108.03,2022-08-15,,"Anderson, Roberts and Gilmore",33.92,39x88x31,262,12,4.69162307371829,3.959669658895499,4.682408966328894,3.940416079929364,5.568348320547706,108.51025277310218,86.46784501976018,258,Terra Ultra Action Camera 2023
AUT-FAS-1262,FashionForward Elite Accessory Set 108,Automotive,Car Parts,FashionForward,1.09,1.99,2023-09-15,,Martinez-Dudley,15.34,95x87x22,216,58,1.095273387402595,0.7371640659767197,0.688134638736401,0.08617769624105241,5.3752830373030775,1.6372823349317935,0.896627027199134,217,Granite Pro Action Camera
AUT-FAS-1263,FashionForward Ultra Product,Automotive,Car Care,FashionForward,7.99,20.1,2023-10-01,,"Lloyd, Mckinney and Collins",5.21,70x89x28,287,92,3.0492730404820207,2.196112848483529,3.0007198150650303,2.0781907597781832,5.659485700074108,20.117963059316462,12.491859473435387,291,Pulse Portable Speaker
BOO-BEA-1264,BeautyGlow Pro Equipment Model 755,Books,Educational,BeautyGlow,16.0,31.81,2022-10-11,,Tran Inc,35.58,88x43x17,76,76,3.4907333469730104,2.833213344056216,3.4597807057610526,2.772588722239781,4.330746498094504,32.179825610489395,24.01548397402764,80,Vertex Desk Lamp 2022
AUT-TEC-1265,TechPro Classic Accessory,Automotive,Tools,TechPro,6.53,11.17,2022-01-27,,Gay Inc,49.87,38x58x30,198,14,2.498973906999436,2.018895041811802,2.413231613081109,1.8764069432883397,5.2882720811868325,11.40595324539912,4.754301877540887,203,Harbor Smart Thermostat
BOO-AUT-1266,AutoCare Smart Accessory,Books,Non-Fiction,AutoCare,87.28,233.69,2023-11-19,,Valentine-Holland,15.08,26x89x40,92,47,5.458265494365099,4.480513581388536,5.4539954507277155,4.469121341524815,4.5217994465551845,233.88307542617537,137.55508227462803,96,Canyon Select Action Camera 2025
ELE-HOM-1267,HomeComfort Ultra Camera,Electronics,Headphones,HomeComfort,13.06,37.47,2022-07-07,,Jimenez Ltd,44.99,88x16x19,181,38,3.6498787167642037,2.6433338863825186,3.623540612805596,2.569554123848285,5.198502556112442,37.66843440230737,26.490050849186133,181,Nimbus Yoga Mat
BEA-SMA-1268,SmartLife Advanced Gear Model 574,Beauty,Hair Care,SmartLife,13.52,37.53,2023-04-27,2025-08-03,Hicks-Hill,29.22,84x14x35,455,34,3.6514371586380663,2.67552700939665,3.6251406131469297,2.604170070614818,6.120299616750733,37.39230132819536,22.426353231121283,453,Lumen Eco Yoga Mat
BOO-SMA-1269,SmartLife Ultra Equipment Set 254,Books,Fiction,SmartLife,22.59,38.55,2022-07-25,,Baird-Sanchez,49.36,63x23x25,441,33,3.677565694213663,3.1608228934195837,3.6519561000093383,3.1175073304799117,6.089047143017972,38.3477200073792,20.253419913484237,440,Aurora Lite Blender
AUT-FAS-1270,FashionForward Advanced Accessory,Automotive,Car Parts,FashionForward,73.49,144.78,2022-03-01,2023-06-04,"Thomas, Lee and Greene",10.55,26x78x15,250,21,4.982098635954067,4.310664888188185,4.975215348864995,4.29714934254078,5.521464917854247,145.08317393236894,111.64212805720457,245,Harbor Ultra Yoga Mat
CLO-SMA-1271,SmartLife Classic Jacket,Clothing,Accessories,SmartLife,3.86,11.41,2022-01-05,2023-01-24,"Suarez, Shields and Hill",36.56,6x46x38,97,12,2.5185025992165158,1.5810384379124023,2.4344901638739844,1.3506671834767394,4.574721287728593,11.713911126785597,8.083986471164495,98,Granite Select Desk Lamp
BEA-SPO-1272,SportElite Smart Accessory,Beauty,Skincare,SportElite,57.22,112.61,2022-04-16,,Morgan-French,29.47,26x13x7,152,47,4.732771530581813,4.064228938317477,4.723930521708934,4.0469034876219645,5.023887099772003,112.9697308722085,53.910714966437055,154,Lumen Water Bottle
SPO-SMA-1273,SmartLife Elite Gear,Sports,Team Sports,SmartLife,20.27,45.31,2024-02-08,,Hoover-Campbell,47.41,56x7x19,114,26,3.835357920492661,3.0572976292121457,3.813527758679047,3.0091419604639085,4.736207220285847,45.71497574150534,28.166553233332333,117,Nimbus Action Camera 2022
CLO-KIT-1274,KitchenMaster Elite Shirt,Clothing,Mens Apparel,KitchenMaster,5.56,18.34,2022-02-08,,Monroe-Carpenter,32.05,73x84x8,304,16,2.9621754900251482,1.8809906029559977,2.9090844668283187,1.715598108262491,5.717030990874496,18.35111555088372,10.668772324344404,306,Canyon Trail Shoes
BEA-TEC-1275,TechPro Premium Accessory Edition 489,Beauty,Skincare,TechPro,30.44,51.31,2022-09-16,,"Burns, Hernandez and Ryan",7.74,93x92x45,4,48,3.95718755738252,3.448080967561006,3.9378856649538734,3.415757532993485,1.3865443298750981,51.311485968793455,32.16581588525858,3,Terra Action Camera
SPO-OUT-1276,OutdoorAdventure Ultra Tool,Sports,Fitness Equipment,OutdoorAdventure,24.03,40.98,2022-04-18,,Cook-Hines,30.92,41x19x11,254,35,3.7371933143924867,3.2200751054436827,3.7130841428107537,3.1793030497483774,5.537338204018661,41.272329275387435,32.29312226513685,251,Nimbus Flex Action Camera 2025
BOO-BEA-1277,BeautyGlow Smart Gear,Books,Non-Fiction,BeautyGlow,11.7,22.74,2022-02-10,,Gibson-Morris,45.53,93x66x26,120,10,3.167161389181522,2.5416019934645457,3.12412548832239,2.4595888418037104,4.787500076080657,22.88696465216221,16.792167980990737,124,Pulse Classic Trail Shoes 2025
ELE-STY-1278,StyleMax Pro Monitor,Electronics,Gaming,StyleMax,58.55,117.61,2022-04-03,,Pollard and Sons,3.84,97x17x21,329,39,4.775840800041184,4.0868162958013095,4.7673740658629455,4.069881090043726,5.7960607902744306,117.80792753971255,73.25100719463826,334,Lumen Max Trail Shoes
SPO-BEA-1279,BeautyGlow Modern Item Collection 995,Sports,Team Sports,BeautyGlow,14.2,22.14,2022-10-25,,"Reyes, Chase and Jenkins",33.87,59x99x12,48,15,3.1415627217655304,2.7212954278522306,3.0973859272804907,2.653241964607215,3.8712218440242134,22.42987681604738,16.06709976451496,51,Solstice Coffee Grinder 2022
ELE-HOM-1280,HomeComfort Advanced Tablet,Electronics,Laptops,HomeComfort,61.16,191.87,2022-10-02,,Garner-Thornton,4.74,48x28x12,205,61,5.262016386821705,4.129711706059392,5.256818059370008,4.113493381060861,5.323014857175291,192.25220523498123,149.95833279785475,205,Lumen Flex Water Bottle
SPO-SMA-1281,SmartLife Modern Equipment,Sports,Team Sports,SmartLife,36.45,98.24,2022-04-26,2022-12-22,Hughes-Alvarado,49.08,25x18x31,466,85,4.5975411588236,3.6230067099632284,4.587413464398832,3.5959414584546674,6.1441877800460905,98.0812352537145,45.36650773433795,465,Vertex Max Wireless Earbuds 2023
SPO-HOM-1282,HomeComfort Classic Gear,Sports,Athletic Wear,HomeComfort,83.71,233.89,2024-01-15,,"Pollard, Simpson and Johnson",6.62,67x19x31,225,15,5.459117319451744,4.4392336584434595,5.454850919362802,4.427358444671965,5.416104846638988,233.76807129358713,95.26586299072085,222,Nimbus Desk Lamp
ELE-AUT-1283,AutoCare Premium Camera,Electronics,Tablets,AutoCare,15.83,40.14,2024-02-01,,"Sanford, Rivera and Garcia",28.29,90x48x38,267,98,3.716980884224811,2.8231630082027146,3.692373343368192,2.761906873892921,5.587252403711588,39.74210230104405,19.185215745746238,267,Canyon Portable Speaker
BEA-SMA-1284,SmartLife Smart Equipment,Beauty,Skincare,SmartLife,136.97,344.39,2023-01-30,2025-02-19,Garcia-Lozano,44.61,83x11x5,329,30,5.844674213353683,4.927036270219942,5.841774736127377,4.91976192374673,5.7960607902744306,344.46671453817623,157.9331768698047,326,Terra Flex Portable Speaker 2022
BOO-FAS-1285,FashionForward Elite Item,Books,Children Books,FashionForward,3.47,6.87,2022-12-05,,Bowen Group,2.61,33x75x46,193,61,2.063058062429312,1.4973884086254774,1.927164106234258,1.244154593958768,5.262695370238613,6.415223428320807,4.5112438004455475,197,Canyon Smart Thermostat
AUT-STY-1286,StyleMax Modern Equipment,Automotive,Tools,StyleMax,17.52,38.06,2023-05-26,,"Booker, Jones and Harrington",6.02,68x100x46,9,23,3.665098925448533,2.918851229218033,3.6391638618680036,2.8633430855082453,2.1973356822749484,38.026286057769816,15.809398379945787,9,Terra Classic Blender
SPO-TEC-1287,TechPro Premium Item,Sports,Athletic Wear,TechPro,34.11,100.44,2023-10-15,,Morgan-Schwartz,25.47,31x88x47,233,53,4.6194674906889155,3.558485990180341,4.609560534289384,3.5295905964305545,5.451042745401984,100.48179174201343,72.47045434419528,231,Canyon Max Blender 2022
HOM-SPO-1288,SportElite Modern Lamp,Home & Garden,Furniture,SportElite,25.87,62.84,2023-04-30,,"Miller, Murphy and Craig",18.23,62x19x11,388,94,4.1563799531415535,3.2910104226273997,4.14059181338742,3.2530839961979376,5.96100791693954,62.63081042708572,26.269120306688563,384,Terra Portable Speaker
CLO-AUT-1289,AutoCare Advanced Hat,Clothing,Mens Apparel,AutoCare,7.4,19.13,2023-06-19,,"James, Stewart and Higgins",5.41,26x68x13,420,62,3.0022112396517002,2.128231705849268,2.9512577834521614,2.0014800002101243,6.040257092226961,19.21901659535763,7.7274338682406745,422,Lumen Edge Blender
ELE-KIT-1290,KitchenMaster Smart Laptop Set 502,Electronics,Tablets,KitchenMaster,44.34,93.19,2024-03-11,,Brennan-Johnson,16.96,58x10x45,428,96,4.545314018834726,3.814189645079383,4.534640419797564,3.7918872041881655,6.059125532027665,92.72989024494026,47.78472113129139,426,Pulse Pro Portable Speaker
BOO-FAS-1291,FashionForward Modern Accessory,Books,Fiction,FashionForward,12.89,29.08,2023-05-26,2024-01-10,Young Ltd,27.71,60x79x35,473,75,3.403860499081639,2.6311691567662523,3.3700506526653187,2.556451816951096,6.159097502654603,28.626601224974227,11.666556838224361,476,Canyon Trail Shoes
AUT-KIT-1292,KitchenMaster Elite Accessory,Automotive,Tools,KitchenMaster,11.82,19.56,2023-11-05,,Bright-Francis,44.15,69x54x31,311,98,3.0233474405869645,2.551006451492524,2.9734866646066713,2.469793011977952,5.739796127608148,19.876148549446462,11.372815934159272,312,Nimbus Water Bottle 2025
AUT-BEA-1293,BeautyGlow Classic Gear,Automotive,Tools,BeautyGlow,43.15,94.03,2022-05-17,2024-07-21,Good-Hodges,35.03,100x70x24,431,99,4.5541926312232235,3.787592927049969,4.543613880288985,3.764682417529437,6.0661104102866705,93.89298682858303,65.36672817117858,427,Canyon Water Bottle 2024
BOO-OUT-1294,OutdoorAdventure Smart Product Kit 397,Books,Educational,OutdoorAdventure,27.7,70.07,2023-11-20,2026-03-14,"Brennan, Wallace and Benson",48.76,27x69x39,355,91,4.263665306838804,3.3568971227655755,4.249494742382442,3.3214324131932926,5.872120606372857,69.70451930239884,43.579380182939815,353,Harbor Flex Action Camera
HOM-AUT-1295,AutoCare Modern Tool,Home & Garden,Furniture,AutoCare,10.77,26.92,2023-03-04,,Williams Inc,44.7,73x41x32,413,11,3.329343277894172,2.4655539212721855,3.2928695047765273,2.3767644911682972,6.023450014265608,26.94179839485371,15.156799093468551,412,Aurora Classic Coffee Grinder
BOO-TEC-1296,TechPro Classic Product Series 304,Books,Fiction,TechPro,45.13,85.78,2022-06-14,,Howard-Jordan,34.2,23x12x49,401,47,4.463376180370204,3.8314634975697293,4.451785879088734,3.80954721383891,5.993963921069046,86.04459368203663,66.32036562152409,398,Granite Edge Yoga Mat
CLO-TEC-1297,TechPro Advanced Jacket Set 791,Clothing,Accessories,TechPro,15.58,54.19,2022-08-18,,Schmidt PLC,28.11,35x70x49,147,98,4.01078177745141,2.8081971497071487,3.9924963895780228,2.7459880404426023,4.990439389476687,53.911504606946906,29.708618974551513,150,Pulse Trail Shoes 2024
BEA-SMA-1298,SmartLife Classic Equipment,Beauty,Skincare,SmartLife,41.74,123.72,2022-11-17,,"Sparks, Jackson and Miller",2.78,100x37x17,317,66,4.826071224749521,3.755135249891002,4.818020947816869,3.7314599016490546,5.758904928446437,123.84043266630262,50.46855100215033,316,Harbor Classic Action Camera
